Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Libya,LBY,1904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1905,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1909,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1911,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1913,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1915,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1916,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1917,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1918,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1919,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1921,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1923,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1924,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1925,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1926,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1927,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1929,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1930,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1931,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1932,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1933,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1935,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1938,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1939,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1940,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1942,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1943,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1944,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1945,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1946,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1947,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1948,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1949,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1950,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46.97200012,NA,0,NA,NA,NA,NA,NA,NA,NA,46.97200012,NA
Libya,LBY,1951,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,47.10400009,NA,0,NA,NA,NA,NA,NA,NA,NA,47.10400009,NA
Libya,LBY,1952,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,47.29800034,NA,0,NA,NA,NA,NA,NA,NA,NA,47.29800034,NA
Libya,LBY,1953,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,47.93799973,NA,0,NA,NA,NA,NA,NA,NA,NA,47.93799973,NA
Libya,LBY,1954,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,48.4070015,NA,0,NA,NA,NA,NA,NA,NA,NA,48.4070015,NA
Libya,LBY,1955,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,48.93399811,NA,0,NA,NA,NA,NA,NA,NA,NA,48.93399811,NA
Libya,LBY,1956,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,49.43899918,NA,0,NA,NA,NA,NA,NA,NA,NA,49.43899918,NA
Libya,LBY,1957,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,49.87799835,NA,0,NA,NA,NA,NA,NA,NA,NA,49.87799835,NA
Libya,LBY,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,50.21099854,NA,0,NA,NA,NA,NA,NA,NA,NA,50.21099854,NA
Libya,LBY,1959,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,50.30599976,NA,0,NA,NA,NA,NA,NA,NA,NA,50.30599976,NA
Libya,LBY,1960,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,50.46300125,NA,0,NA,NA,NA,NA,NA,NA,NA,50.46300125,NA
Libya,LBY,1961,NA,NA,NA,NA,10.18787956,NA,NA,NA,NA,NA,NA,NA,50.73300171,NA,10.18787956,NA,NA,NA,NA,NA,NA,NA,50.73300171,NA
Libya,LBY,1962,NA,NA,NA,NA,102.1230316,NA,NA,NA,NA,NA,NA,NA,51.125,NA,102.1230316,NA,NA,NA,NA,NA,NA,NA,51.125,NA
Libya,LBY,1963,NA,NA,NA,NA,259.0233459,NA,NA,NA,NA,NA,NA,NA,51.69100189,NA,259.0233459,NA,NA,NA,NA,NA,NA,NA,51.69100189,NA
Libya,LBY,1964,NA,NA,NA,NA,481.5866699,NA,NA,NA,NA,NA,NA,NA,51.9620018,NA,481.5866699,NA,NA,NA,NA,NA,NA,NA,51.9620018,NA
Libya,LBY,1965,NA,NA,NA,NA,674.3280029,NA,NA,NA,NA,NA,NA,NA,51.92200089,NA,674.3280029,NA,NA,NA,NA,NA,NA,NA,51.92200089,NA
Libya,LBY,1966,NA,NA,NA,NA,833.5136108,NA,NA,NA,NA,NA,NA,NA,51.19400024,NA,833.5136108,NA,NA,NA,NA,NA,NA,NA,51.19400024,NA
Libya,LBY,1967,NA,NA,NA,NA,957.8773804,NA,NA,NA,NA,NA,NA,NA,49.91799927,NA,957.8773804,NA,NA,NA,NA,NA,NA,NA,49.91799927,NA
Libya,LBY,1968,NA,NA,NA,NA,1440.475464,NA,NA,NA,NA,NA,NA,NA,48.64300156,NA,1440.475464,NA,NA,NA,NA,NA,NA,NA,48.64300156,NA
Libya,LBY,1969,NA,NA,NA,NA,1717.878174,NA,NA,NA,NA,NA,NA,NA,47.50299835,NA,1717.878174,NA,NA,NA,NA,NA,NA,NA,47.50299835,NA
Libya,LBY,1970,NA,NA,NA,NA,1855.507446,NA,NA,NA,NA,NA,NA,NA,46.40399933,NA,1855.507446,NA,NA,NA,NA,NA,NA,NA,46.40399933,NA
Libya,LBY,1971,NA,NA,NA,NA,1519.857056,NA,NA,NA,NA,NA,NA,NA,45.47900009,NA,1519.857056,NA,NA,NA,NA,NA,NA,NA,45.47900009,NA
Libya,LBY,1972,NA,NA,NA,NA,1242.3125,NA,NA,NA,NA,NA,NA,NA,44.26300049,NA,1242.3125,NA,NA,NA,NA,NA,NA,NA,44.26300049,NA
Libya,LBY,1973,NA,NA,NA,NA,1216.877197,NA,NA,NA,NA,NA,NA,NA,43.39199829,NA,1216.877197,NA,NA,NA,NA,NA,NA,NA,43.39199829,NA
Libya,LBY,1974,NA,NA,NA,NA,855.8013306,NA,NA,NA,NA,NA,NA,NA,43.34899902,NA,855.8013306,NA,NA,NA,NA,NA,NA,NA,43.34899902,NA
Libya,LBY,1975,NA,NA,NA,NA,831.914978,NA,NA,NA,NA,NA,NA,NA,42.58100128,NA,831.914978,NA,NA,NA,NA,NA,NA,NA,42.58100128,NA
Libya,LBY,1976,NA,NA,NA,NA,1087.312378,NA,NA,NA,NA,NA,NA,NA,41.88999939,NA,1087.312378,NA,NA,NA,NA,NA,NA,NA,41.88999939,NA
Libya,LBY,1977,NA,NA,NA,NA,1158.645142,NA,NA,NA,NA,NA,NA,NA,41.25400162,NA,1158.645142,NA,NA,NA,NA,NA,NA,NA,41.25400162,NA
Libya,LBY,1978,NA,NA,NA,NA,1112.386108,NA,NA,NA,NA,NA,NA,NA,40.69800186,NA,1112.386108,NA,NA,NA,NA,NA,NA,NA,40.69800186,NA
Libya,LBY,1979,NA,NA,NA,NA,1175.490601,NA,NA,NA,NA,NA,NA,NA,40.14199829,NA,1175.490601,NA,NA,NA,NA,NA,NA,NA,40.14199829,NA
Libya,LBY,1980,NA,NA,NA,NA,1026.780518,NA,NA,NA,NA,NA,NA,NA,38.54499817,NA,1026.780518,NA,NA,NA,NA,NA,NA,NA,38.54499817,NA
Libya,LBY,1981,NA,NA,NA,NA,687.5084229,NA,NA,NA,NA,NA,NA,NA,37.12799835,NA,687.5084229,NA,NA,NA,NA,NA,NA,NA,37.12799835,NA
Libya,LBY,1982,NA,NA,NA,NA,644.2255859,NA,NA,NA,NA,NA,NA,NA,36.33800125,NA,644.2255859,NA,NA,NA,NA,NA,NA,NA,36.33800125,NA
Libya,LBY,1983,NA,NA,NA,NA,631.8529663,NA,NA,NA,NA,NA,NA,NA,35.55099869,NA,631.8529663,NA,NA,NA,NA,NA,NA,NA,35.55099869,NA
Libya,LBY,1984,NA,NA,NA,NA,561.0721436,NA,NA,NA,NA,NA,NA,NA,34.79199982,NA,561.0721436,NA,NA,NA,NA,NA,NA,NA,34.79199982,NA
Libya,LBY,1985,NA,NA,NA,NA,562.7875366,NA,NA,NA,NA,NA,NA,NA,34.35699844,NA,562.7875366,NA,NA,NA,NA,NA,NA,NA,34.35699844,NA
Libya,LBY,1986,NA,NA,NA,NA,583.765686,NA,NA,NA,NA,NA,NA,NA,33.68099976,NA,583.765686,NA,NA,NA,NA,NA,NA,NA,33.68099976,NA
Libya,LBY,1987,NA,NA,NA,NA,550.0492554,NA,NA,NA,NA,NA,NA,NA,32.85200119,NA,550.0492554,NA,NA,NA,NA,NA,NA,NA,32.85200119,NA
Libya,LBY,1988,NA,NA,NA,NA,578.1598511,NA,NA,NA,NA,NA,NA,NA,31.85099983,NA,578.1598511,NA,NA,NA,NA,NA,NA,NA,31.85099983,NA
Libya,LBY,1989,NA,NA,NA,NA,638.3156738,NA,NA,NA,NA,NA,NA,NA,30.69499969,NA,638.3156738,NA,NA,NA,NA,NA,NA,NA,30.69499969,NA
Libya,LBY,1990,NA,NA,NA,NA,782.0249023,60,NA,NA,NA,NA,0.364109963,0.549830496,29.47900009,318.49,782.0249023,60,NA,NA,NA,NA,0.364109963,0.549830496,29.47900009,318.49
Libya,LBY,1991,NA,NA,NA,NA,789.5930176,NA,NA,NA,NA,NA,0.543314517,0.287244141,28.25300026,311.25,789.5930176,NA,NA,NA,NA,NA,0.543314517,0.287244141,28.25300026,311.25
Libya,LBY,1992,NA,NA,NA,NA,810.6005249,NA,NA,NA,NA,NA,-0.444471478,0.292470634,27.11100006,298.92,810.6005249,NA,NA,NA,NA,NA,-0.444471478,0.292470634,27.11100006,298.92
Libya,LBY,1993,NA,NA,NA,NA,768.9974976,NA,NA,NA,NA,NA,-1.563590646,0.189688504,25.93300056,293.02,768.9974976,NA,NA,NA,NA,NA,-1.563590646,0.189688504,25.93300056,293.02
Libya,LBY,1994,NA,NA,NA,NA,785.0266113,NA,NA,NA,NA,NA,0.090306222,-0.253860831,24.94400024,286.73,785.0266113,NA,NA,NA,NA,NA,0.090306222,-0.253860831,24.94400024,286.73
Libya,LBY,1995,NA,NA,NA,NA,789.5930176,63.7,NA,NA,NA,NA,0.268697709,-0.346404731,24.14800072,279.99,789.5930176,63.7,NA,NA,NA,NA,0.268697709,-0.346404731,24.14800072,279.99
Libya,LBY,1996,NA,NA,NA,NA,797.6567993,NA,NA,NA,NA,NA,0.187192217,-0.400657028,23.47800064,273.74,797.6567993,NA,NA,NA,NA,NA,0.187192217,-0.400657028,23.47800064,273.74
Libya,LBY,1997,NA,NA,NA,NA,815.154541,NA,NA,NA,NA,NA,0.76053369,-0.221233308,22.81299973,278.28,815.154541,NA,NA,NA,NA,NA,0.76053369,-0.221233308,22.81299973,278.28
Libya,LBY,1998,NA,NA,NA,NA,809.3636475,NA,NA,NA,NA,NA,0.938679457,-0.469339728,22.18799973,286.91,809.3636475,NA,NA,NA,NA,NA,0.938679457,-0.469339728,22.18799973,286.91
Libya,LBY,1999,NA,NA,NA,NA,778.963623,NA,NA,6455.447754,NA,NA,0.628056884,-0.355978787,21.64900017,289.15,778.963623,NA,NA,6455.447754,NA,NA,0.628056884,-0.355978787,21.64900017,289.15
Libya,LBY,2000,NA,NA,NA,NA,808.2687988,65.4,NA,6590.560059,NA,NA,0.256073862,0.36843282,21.19499969,289.36,808.2687988,65.4,NA,6590.560059,NA,NA,0.256073862,0.36843282,21.19499969,289.36
Libya,LBY,2001,NA,NA,NA,NA,779.8012085,NA,NA,6372.851563,NA,NA,0.513045073,-0.389914244,22.61100006,291.28,779.8012085,NA,NA,6372.851563,NA,NA,0.513045073,-0.389914244,22.61100006,291.28
Libya,LBY,2002,NA,NA,NA,NA,750.7622681,NA,NA,6211.498535,NA,NA,-0.664001226,0.707942486,22.81100082,293.31,750.7622681,NA,NA,6211.498535,NA,NA,-0.664001226,0.707942486,22.81100082,293.31
Libya,LBY,2003,NA,NA,NA,NA,811.5366211,NA,NA,6908.268066,NA,NA,0.239857227,0.544437826,23.05200005,283.4,811.5366211,NA,NA,6908.268066,NA,NA,0.239857227,0.544437826,23.05200005,283.4
Libya,LBY,2004,NA,NA,NA,NA,889.9973145,NA,NA,7103.230469,NA,NA,0.863466382,1.0778234,23.33799934,264.32,889.9973145,NA,NA,7103.230469,NA,NA,0.863466382,1.0778234,23.33799934,264.32
Libya,LBY,2005,NA,NA,NA,NA,953.2687378,67.1,0.26800001,7825.220703,1,1,0.270417869,2.19291997,23.64800072,257.65,953.2687378,67.1,0.26800001,7825.220703,1,1,0.270417869,2.19291997,23.64800072,257.65
Libya,LBY,2006,NA,NA,NA,NA,1023.072144,NA,NA,8208.957031,NA,NA,0.862415016,3.755326271,23.77099991,255.84,1023.072144,NA,NA,8208.957031,NA,NA,0.862415016,3.755326271,23.77099991,255.84
Libya,LBY,2007,NA,NA,NA,NA,1041.901245,NA,NA,8601.958008,2,2,5.824969292,6.944996357,23.62299919,276.03,1041.901245,NA,NA,8601.958008,2,2,5.824969292,6.944996357,23.62299919,276.03
Libya,LBY,2008,NA,NA,NA,NA,1026.256958,NA,NA,8709.02832,NA,NA,6.757141113,4.718018055,23.39100075,275.14,1026.256958,NA,NA,8709.02832,NA,NA,6.757141113,4.718018055,23.39100075,275.14
Libya,LBY,2009,NA,NA,NA,NA,950.1720581,NA,NA,8534.223633,2,1,1.84837544,2.175212622,23.12599945,281.85,950.1720581,NA,NA,8534.223633,2,1,1.84837544,2.175212622,23.12599945,281.85
Libya,LBY,2010,NA,NA,NA,NA,983.7358398,69.7,0.215,8870.661133,NA,NA,3.640329838,2.385873795,23.56200027,271.35,983.7358398,69.7,0.215,8870.661133,NA,NA,3.640329838,2.385873795,23.56200027,271.35
Libya,LBY,2011,NA,NA,NA,NA,283.0198669,NA,NA,3337.315918,1,1,0.377528191,0,23.88500023,269.79,283.0198669,NA,NA,3337.315918,1,1,0.377528191,0,23.88500023,269.79
Nigeria,NGA,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1903,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1905,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1909,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1911,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1913,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1915,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1916,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1917,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1918,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1919,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1921,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1923,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1924,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1925,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1926,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1927,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1929,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1930,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1931,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1932,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1933,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1935,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1938,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1939,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1940,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1942,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
